query	hmm_score	hmm_evalue	hmm_profile	mmseq_pident	mmseq_evalue	mmseq_bits	mmseq_target	category
AEMGBJMM_09158				35.2	0.006331	28.0	DRAMP20878|len50	mmseq_only
AEMGBJMM_09166				36.8	1.868	21.0	DRAMP01882|len72	mmseq_only
AEMGBJMM_09167				47.0	3.226	20.0	DRAMP04274|len23	mmseq_only
AEMGBJMM_09181				32.3	5.949	19.0	DRAMP02559|len91	mmseq_only
AEMGBJMM_09225				35.4	1.519	21.0	DRAMP31534|len36	mmseq_only
AEMGBJMM_09228				39.1	8.122	20.0	DRAMP02889|len71	mmseq_only
AEMGBJMM_09398				32.4	0.06399	26.0	DRAMP20956|len46	mmseq_only
AEMGBJMM_09408				38.0	8.278	19.0	DRAMP02345|len53	mmseq_only
AEMGBJMM_09410				47.0	6.825	19.0	DRAMP02808|len40	mmseq_only
AEMGBJMM_09422				43.3	1.939	22.0	DRAMP00221|len53	mmseq_only
AEMGBJMM_09449				44.4	7.893	20.0	DRAMP02994|len51	mmseq_only
AEMGBJMM_09464				44.4	1.244	21.0	DRAMP00100|len37	mmseq_only
AEMGBJMM_09476				30.6	1.14	22.0	DRAMP02995|len93	mmseq_only
AEMGBJMM_09562				32.5	4.913	19.0	DRAMP31456|len42	mmseq_only
AEMGBJMM_09566				38.0	0.0611	24.0	DRAMP00528|len50	mmseq_only
AEMGBJMM_09573				38.4	1.651	21.0	DRAMP04404|len69	mmseq_only
AEMGBJMM_09584				47.3	0.6057	21.0	DRAMP00189|len31	mmseq_only
AEMGBJMM_09627				38.8	2.787	20.0	DRAMP01453|len37	mmseq_only
AEMGBJMM_09736				42.8	0.3927	23.0	DRAMP04473|len65	mmseq_only
AEMGBJMM_09812				42.8	8.183	19.0	DRAMP03300|len34	mmseq_only
AEMGBJMM_09820				30.7	8.819	20.0	DRAMP00395|len30	mmseq_only
AEMGBJMM_09860				34.2	8.585	20.0	DRAMP02548|len87	mmseq_only
AEMGBJMM_09917				47.8	1.518	22.0	DRAMP02017|len33	mmseq_only
AEMGBJMM_09939				54.5	0.06271	25.0	DRAMP00587|len54	mmseq_only
AEMGBJMM_09944				38.4	6.097	20.0	DRAMP03430|len46	mmseq_only
AEMGBJMM_09945				47.0	1.517	21.0	DRAMP00708|len56	mmseq_only
AEMGBJMM_09951				30.7	3.834	21.0	DRAMP02889|len71	mmseq_only
AEMGBJMM_09974				41.6	4.972	21.0	DRAMP00694|len60	mmseq_only
AEMGBJMM_09981				37.5	0.563	23.0	DRAMP02749|len28	mmseq_only
AEMGBJMM_10014				36.1	0.5435	23.0	DRAMP18380|len50	mmseq_only
AEMGBJMM_10064				37.2	1.277	22.0	DRAMP01045|len91	mmseq_only
AEMGBJMM_10151				64.2	7.522	19.0	DRAMP29875|len38	mmseq_only
AEMGBJMM_10177				33.3	0.3878	22.0	DRAMP18352|len43	mmseq_only
AEMGBJMM_10201				33.3	3.435	20.0	DRAMP31949|len47	mmseq_only
AEMGBJMM_10249				52.9	0.07857	23.0	DRAMP02754|len30	mmseq_only
AEMGBJMM_10271				36.7	1.033	23.0	DRAMP02431|len88	mmseq_only
AEMGBJMM_10273				38.0	4.302	20.0	DRAMP00463|len53	mmseq_only
AEMGBJMM_10294				42.8	1.35	21.0	DRAMP00113|len47	mmseq_only
AEMGBJMM_10304				36.3	2.6	21.0	DRAMP00669|len69	mmseq_only
AEMGBJMM_10319				38.0	2.791	21.0	DRAMP00488|len55	mmseq_only
AEMGBJMM_10337				34.0	2.436	21.0	DRAMP00660|len80	mmseq_only
AEMGBJMM_10410				31.1	0.8929	22.0	DRAMP02523|len94	mmseq_only
AEMGBJMM_10414	17.4	5.3e-05	clu_010_n35	46.4	0.02534	26.0	DRAMP20830|len37	both
AEMGBJMM_10447				30.7	7.764	19.0	DRAMP02205|len69	mmseq_only
AEMGBJMM_10458				38.8	0.9866	21.0	DRAMP20878|len50	mmseq_only
AEMGBJMM_10489	12.5	0.0022	clu_018_n28					hmm_only
AEMGBJMM_10536				33.3	3.734	21.0	DRAMP01024|len90	mmseq_only
AEMGBJMM_10541				34.6	2.02	21.0	DRAMP03227|len26	mmseq_only
AEMGBJMM_10587				33.3	2.428	21.0	DRAMP01074|len90	mmseq_only
AEMGBJMM_10590				33.3	2.899	21.0	DRAMP00647|len74	mmseq_only
AEMGBJMM_10599				47.3	3.38	20.0	DRAMP01567|len25	mmseq_only
AEMGBJMM_10606				38.8	9.454	19.0	DRAMP00326|len20	mmseq_only
AEMGBJMM_10610				38.4	1.405	21.0	DRAMP02512|len61	mmseq_only
AEMGBJMM_10627				42.4	0.8929	22.0	DRAMP00172|len60	mmseq_only
AEMGBJMM_10628				44.4	1.921	21.0	DRAMP02998|len18	mmseq_only
AEMGBJMM_10629				41.3	5.418	20.0	DRAMP29206|len29	mmseq_only
AEMGBJMM_10637				43.2	0.1863	23.0	DRAMP36075|len34	mmseq_only
AEMGBJMM_10668				36.3	1.888	21.0	DRAMP00697|len69	mmseq_only
AEMGBJMM_10715				33.3	3.634	21.0	DRAMP36114|len49	mmseq_only
AEMGBJMM_10741				42.8	1.192	21.0	DRAMP03305|len59	mmseq_only
AEMGBJMM_10745				50.0	0.2235	24.0	DRAMP00590|len65	mmseq_only
AEMGBJMM_10767				35.0	0.04176	26.0	DRAMP03320|len77	mmseq_only
AEMGBJMM_10801				33.3	7.363	19.0	DRAMP02966|len55	mmseq_only
AEMGBJMM_10803				41.1	5.949	19.0	DRAMP03317|len42	mmseq_only
AEMGBJMM_10869				38.7	7.097	19.0	DRAMP00289|len45	mmseq_only
AEMGBJMM_10876				33.3	1.824	21.0	DRAMP03716|len58	mmseq_only
AEMGBJMM_10888				47.0	1.907	20.0	DRAMP00578|len52	mmseq_only
AEMGBJMM_10913				34.2	3.167	20.0	DRAMP04682|len73	mmseq_only
AEMGBJMM_10941				34.6	0.6444	23.0	DRAMP00597|len73	mmseq_only
AEMGBJMM_10949				36.6	0.3245	23.0	DRAMP00093|len30	mmseq_only
AEMGBJMM_10958				41.1	9.484	19.0	DRAMP03126|len45	mmseq_only
AEMGBJMM_10965				34.6	4.151	20.0	DRAMP18326|len36	mmseq_only
AEMGBJMM_11025				42.3	5.754	20.0	DRAMP03199|len33	mmseq_only
AEMGBJMM_11050				41.8	1.038	21.0	DRAMP00497|len64	mmseq_only
AEMGBJMM_11055				33.3	2.108	20.0	DRAMP00124|len44	mmseq_only
AEMGBJMM_11056				31.0	0.008095	28.0	DRAMP02831|len89	mmseq_only
AEMGBJMM_11077				46.4	1.836	21.0	DRAMP02781|len74	mmseq_only
AEMGBJMM_11131				50.0	3.231	21.0	DRAMP20777|len34	mmseq_only
AEMGBJMM_11154				47.6	1.192	21.0	DRAMP01716|len61	mmseq_only
AEMGBJMM_11202				50.0	0.07313	25.0	DRAMP02837|len35	mmseq_only
AEMGBJMM_11221				36.5	4.455	20.0	DRAMP02952|len80	mmseq_only
AEMGBJMM_11232				40.0	0.09677	25.0	DRAMP02889|len71	mmseq_only
AEMGBJMM_11267				45.4	4.036	20.0	DRAMP03509|len36	mmseq_only
AEMGBJMM_11275				50.0	0.6235	23.0	DRAMP00252|len51	mmseq_only
AEMGBJMM_11320				43.7	6.463	19.0	DRAMP01498|len25	mmseq_only
AEMGBJMM_11337				47.8	0.04734	26.0	DRAMP00629|len58	mmseq_only
AEMGBJMM_11402				56.2	3.538	20.0	DRAMP03372|len46	mmseq_only
AEMGBJMM_11435				45.4	1.943	21.0	DRAMP01171|len25	mmseq_only
AEMGBJMM_11495				54.5	1.982	19.0	DRAMP29994|len19	mmseq_only
AEMGBJMM_11530				34.7	0.3668	23.0	DRAMP03304|len60	mmseq_only
AEMGBJMM_11539				33.3	0.152	24.0	DRAMP04426|len94	mmseq_only
AEMGBJMM_11562				42.3	3.435	20.0	DRAMP01932|len29	mmseq_only
AEMGBJMM_11564				32.4	4.577	21.0	DRAMP03319|len77	mmseq_only
AEMGBJMM_11577				40.0	0.2706	23.0	DRAMP00699|len62	mmseq_only
AEMGBJMM_11600				37.0	0.4872	23.0	DRAMP00662|len66	mmseq_only
AEMGBJMM_11602				36.3	1.143	22.0	DRAMP18308|len56	mmseq_only
AEMGBJMM_11612				41.1	6.825	19.0	DRAMP00615|len55	mmseq_only
AEMGBJMM_11638				35.4	3.437	21.0	DRAMP00342|len44	mmseq_only
AEMGBJMM_11650				45.8	0.8673	21.0	DRAMP01496|len46	mmseq_only
AEMGBJMM_11656				47.0	1.721	21.0	DRAMP00381|len30	mmseq_only
AEMGBJMM_11657				61.5	2.519	20.0	DRAMP30755|len35	mmseq_only
AEMGBJMM_11722				30.0	9.531	20.0	DRAMP02486|len52	mmseq_only
AEMGBJMM_11797				34.4	1.058	22.0	DRAMP02553|len93	mmseq_only
AEMGBJMM_11798				34.7	0.3245	23.0	DRAMP04693|len43	mmseq_only
AEMGBJMM_11844				35.4	5.528	20.0	DRAMP02637|len39	mmseq_only
AEMGBJMM_11900				38.4	1.921	21.0	DRAMP03561|len77	mmseq_only
AEMGBJMM_11911				34.7	6.78	20.0	DRAMP02568|len51	mmseq_only
AEMGBJMM_11935				39.1	3.119	21.0	DRAMP02451|len49	mmseq_only
AEMGBJMM_11938				43.7	2.961	21.0	DRAMP00515|len56	mmseq_only
AEMGBJMM_11939				38.8	1.038	21.0	DRAMP02753|len30	mmseq_only
AEMGBJMM_11940				52.9	1.672	21.0	DRAMP00540|len46	mmseq_only
AEMGBJMM_11959				30.0	7.097	19.0	DRAMP02980|len78	mmseq_only
AEMGBJMM_11971				30.0	1.638	21.0	DRAMP03522|len76	mmseq_only
AEMGBJMM_11992				57.1	7.522	19.0	DRAMP02903|len17	mmseq_only
AEMGBJMM_12003				39.1	0.8609	22.0	DRAMP00634|len56	mmseq_only
AEMGBJMM_12015				45.8	6.78	20.0	DRAMP30009|len35	mmseq_only
AEMGBJMM_12084				36.3	1.443	21.0	DRAMP00206|len58	mmseq_only
AEMGBJMM_12103				42.8	0.3314	22.0	DRAMP02361|len26	mmseq_only
AEMGBJMM_12122				37.5	0.3186	24.0	DRAMP00435|len47	mmseq_only
AEMGBJMM_12164				47.3	1.244	21.0	DRAMP03834|len29	mmseq_only
AEMGBJMM_12170				38.4	5.949	19.0	DRAMP02732|len45	mmseq_only
AEMGBJMM_12174	14.3	0.00059	clu_002_n66	33.3	2.294	21.0	DRAMP03122|len40	both
AEMGBJMM_12181				44.0	2.294	21.0	DRAMP32774|len29	mmseq_only
AEMGBJMM_12230				46.6	9.49	18.0	DRAMP00600|len49	mmseq_only
AEMGBJMM_12234				33.3	6.799	20.0	DRAMP03267|len66	mmseq_only
AEMGBJMM_12239				58.8	2.286	21.0	DRAMP01994|len33	mmseq_only
AEMGBJMM_12257				53.3	1.628	20.0	DRAMP02795|len44	mmseq_only
AEMGBJMM_12269				50.0	0.4853	22.0	DRAMP00107|len37	mmseq_only
AEMGBJMM_12276				60.0	0.7969	21.0	DRAMP01503|len46	mmseq_only
AEMGBJMM_12277				40.0	9.917	19.0	DRAMP03367|len51	mmseq_only
AEMGBJMM_12288				45.0	0.3495	22.0	DRAMP00580|len49	mmseq_only
AEMGBJMM_12290				40.0	1.108	21.0	DRAMP02980|len78	mmseq_only
AEMGBJMM_12346				52.9	1.921	21.0	DRAMP04012|len23	mmseq_only
AEMGBJMM_12378				31.4	8.09	19.0	DRAMP02559|len91	mmseq_only
AEMGBJMM_12388				34.4	9.917	19.0	DRAMP00463|len53	mmseq_only
AEMGBJMM_12448				41.1	3.517	19.0	DRAMP00509|len53	mmseq_only
AEMGBJMM_12469				41.1	5.364	19.0	DRAMP01460|len37	mmseq_only
AEMGBJMM_12489				47.0	0.3576	21.0	DRAMP01601|len22	mmseq_only
AEMGBJMM_12497				38.0	8.464	19.0	DRAMP03446|len42	mmseq_only
AEMGBJMM_12501				39.3	3.244	21.0	DRAMP02828|len34	mmseq_only
AEMGBJMM_12536				36.6	2.6	21.0	DRAMP02781|len74	mmseq_only
AEMGBJMM_12538				33.3	6.85	18.0	DRAMP32670|len41	mmseq_only
AEMGBJMM_12573				42.3	0.2004	24.0	DRAMP00731|len57	mmseq_only
AEMGBJMM_12587	13.6	0.00074	clu_028_n24					hmm_only
AEMGBJMM_12591				34.4	0.08564	25.0	DRAMP00476|len68	mmseq_only
AEMGBJMM_12599				31.8	5.329	20.0	DRAMP03288|len42	mmseq_only
AEMGBJMM_12605				39.2	0.6473	23.0	DRAMP02883|len71	mmseq_only
AEMGBJMM_12606				34.8	3.834	21.0	DRAMP03294|len38	mmseq_only
AEMGBJMM_12636				41.1	0.7887	22.0	DRAMP02792|len36	mmseq_only
AEMGBJMM_12648				45.8	0.4515	23.0	DRAMP02603|len37	mmseq_only
AEMGBJMM_12652	13.4	0.00096	clu_120_n9	45.8	0.1566	25.0	DRAMP01323|len64	both
AEMGBJMM_12660				36.3	1.017	22.0	DRAMP36654|len28	mmseq_only
AEMGBJMM_12671				42.8	9.978	18.0	DRAMP02417|len44	mmseq_only
AEMGBJMM_12684				46.1	4.277	19.0	DRAMP00934|len47	mmseq_only
AEMGBJMM_12765				41.6	6.46	18.0	DRAMP32872|len22	mmseq_only
AEMGBJMM_12780				30.0	0.07183	26.0	DRAMP00691|len56	mmseq_only
AEMGBJMM_12786				35.7	0.8929	22.0	DRAMP03483|len54	mmseq_only
AEMGBJMM_12796				33.3	6.621	20.0	DRAMP00461|len47	mmseq_only
AEMGBJMM_12807				34.2	8.76	19.0	DRAMP00685|len68	mmseq_only
AEMGBJMM_12828				50.0	0.4837	21.0	DRAMP00453|len47	mmseq_only
AEMGBJMM_12837				35.0	5.729	20.0	DRAMP00585|len56	mmseq_only
AEMGBJMM_12847				42.1	0.152	24.0	DRAMP01030|len45	mmseq_only
AEMGBJMM_12873				33.3	9.104	19.0	DRAMP00189|len31	mmseq_only
AEMGBJMM_12939				45.4	2.548	20.0	DRAMP00199|len62	mmseq_only
AEMGBJMM_12945				40.9	3.7	21.0	DRAMP02601|len23	mmseq_only
AEMGBJMM_12969				45.0	9.073	19.0	DRAMP04707|len42	mmseq_only
AEMGBJMM_12972				46.6	3.507	19.0	DRAMP30761|len35	mmseq_only
AEMGBJMM_12988				58.3	1.227	20.0	DRAMP03004|len39	mmseq_only
AEMGBJMM_13169				33.3	0.4492	23.0	DRAMP04590|len75	mmseq_only
AEMGBJMM_13196				45.8	0.05178	25.0	DRAMP00257|len51	mmseq_only
AEMGBJMM_13201				34.3	6.998	20.0	DRAMP02199|len70	mmseq_only
AEMGBJMM_13221				50.0	4.397	19.0	DRAMP02392|len30	mmseq_only
AEMGBJMM_13225				40.7	5.24	21.0	DRAMP02570|len50	mmseq_only
AEMGBJMM_13231				45.0	1.449	21.0	DRAMP00456|len47	mmseq_only
AEMGBJMM_13257				81.8	0.1512	23.0	DRAMP02818|len30	mmseq_only
AEMGBJMM_13259				63.6	7.044	18.0	DRAMP01366|len21	mmseq_only
AEMGBJMM_13285				36.3	1.204	21.0	DRAMP04437|len42	mmseq_only
AEMGBJMM_13287				53.8	3.726	19.0	DRAMP36094|len30	mmseq_only
AEMGBJMM_13321				37.9	2.548	20.0	DRAMP02995|len93	mmseq_only
AEMGBJMM_13349				32.1	1.811	20.0	DRAMP03781|len81	mmseq_only
AEMGBJMM_13380				42.8	0.9142	23.0	DRAMP01070|len90	mmseq_only
AEMGBJMM_13408				44.4	0.07696	26.0	DRAMP04482|len67	mmseq_only
AEMGBJMM_13451				47.0	1.582	21.0	DRAMP03782|len19	mmseq_only
AEMGBJMM_13453				38.4	1.824	21.0	DRAMP00520|len61	mmseq_only
AEMGBJMM_13503				40.0	0.2465	24.0	DRAMP00527|len41	mmseq_only
AEMGBJMM_13559				40.0	7.157	20.0	DRAMP30680|len45	mmseq_only
AEMGBJMM_13564				57.1	0.5383	22.0	DRAMP01021|len43	mmseq_only
AEMGBJMM_13580				45.0	2.583	21.0	DRAMP02194|len42	mmseq_only
AEMGBJMM_13601				36.0	9.484	19.0	DRAMP04430|len39	mmseq_only
AEMGBJMM_13619				44.4	6.825	19.0	DRAMP29883|len19	mmseq_only
AEMGBJMM_13622				30.4	7.159	19.0	DRAMP01636|len51	mmseq_only
AEMGBJMM_13623				56.2	1.449	21.0	DRAMP02096|len24	mmseq_only
AEMGBJMM_13629				85.0	0.0002987	31.0	DRAMP18391|len22	mmseq_only
AEMGBJMM_13650				41.3	9.81	19.0	DRAMP00004|len46	mmseq_only
AEMGBJMM_13686				36.3	0.7887	22.0	DRAMP00225|len48	mmseq_only
AEMGBJMM_13724				44.4	1.628	20.0	DRAMP03218|len37	mmseq_only
AEMGBJMM_13754				47.0	2.523	19.0	DRAMP18334|len44	mmseq_only
AEMGBJMM_13793				47.0	8.278	19.0	DRAMP02584|len47	mmseq_only
AEMGBJMM_13802				45.0	0.554	23.0	DRAMP00008|len30	mmseq_only
AEMGBJMM_13811				38.0	2.869	21.0	DRAMP00524|len55	mmseq_only
AEMGBJMM_13821				41.6	2.38	19.0	DRAMP03627|len73	mmseq_only
AEMGBJMM_13829				38.4	1.295	22.0	DRAMP31479|len45	mmseq_only
AEMGBJMM_13840				33.3	9.77	20.0	DRAMP04464|len80	mmseq_only
AEMGBJMM_13951				47.6	0.3077	24.0	DRAMP20838|len25	mmseq_only
AEMGBJMM_13977	20.3	6.7e-06	clu_227_n6	44.8	0.00104	31.0	DRAMP00513|len48	both
AEMGBJMM_14017				30.3	7.442	20.0	DRAMP02369|len78	mmseq_only
AEMGBJMM_14090				38.8	3.38	20.0	DRAMP00485|len53	mmseq_only
AEMGBJMM_14136				42.8	7.895	19.0	DRAMP18683|len15	mmseq_only
AEMGBJMM_14168				33.3	6.131	19.0	DRAMP33943|len23	mmseq_only
AEMGBJMM_14189				42.8	3.346	21.0	DRAMP02391|len38	mmseq_only
AEMGBJMM_14198				40.9	1.761	21.0	DRAMP00659|len72	mmseq_only
AEMGBJMM_14205				32.6	0.603	23.0	DRAMP02383|len42	mmseq_only
AEMGBJMM_14220				35.0	7.632	19.0	DRAMP02650|len53	mmseq_only
AEMGBJMM_14234				38.2	6.998	20.0	DRAMP02204|len61	mmseq_only
AEMGBJMM_14273				30.7	0.2004	24.0	DRAMP00546|len63	mmseq_only
AEMGBJMM_14276				42.1	4.696	19.0	DRAMP01329|len61	mmseq_only
AEMGBJMM_14284				37.5	3.734	21.0	DRAMP00270|len40	mmseq_only
AEMGBJMM_14302				40.0	8.278	19.0	DRAMP01683|len30	mmseq_only
AEMGBJMM_14321				31.4	8.422	19.0	DRAMP04450|len70	mmseq_only
AEMGBJMM_14397				40.9	7.363	19.0	DRAMP30483|len36	mmseq_only
AEMGBJMM_14441	5.1	0.56	clu_182_n7					hmm_only
AEMGBJMM_14444				45.1	0.2387	23.0	DRAMP02556|len95	mmseq_only
AEMGBJMM_14467				34.7	1.277	22.0	DRAMP03465|len55	mmseq_only
AEMGBJMM_14509				50.0	3.866	20.0	DRAMP30627|len20	mmseq_only
AEMGBJMM_14511				36.3	1.031	22.0	DRAMP18356|len50	mmseq_only
AEMGBJMM_14513				41.9	0.2864	24.0	DRAMP02545|len94	mmseq_only
AEMGBJMM_14526				37.0	1.375	22.0	DRAMP00710|len56	mmseq_only
AEMGBJMM_14596				69.2	0.3903	22.0	DRAMP01449|len32	mmseq_only
AEMGBJMM_14620				41.3	0.2921	24.0	DRAMP02107|len71	mmseq_only
AEMGBJMM_14647				61.5	5.498	19.0	DRAMP33902|len20	mmseq_only
AEMGBJMM_14653				30.3	4.32	21.0	DRAMP01074|len90	mmseq_only
AEMGBJMM_14674	16.0	0.00014	clu_213_n6					hmm_only
AEMGBJMM_14686				50.0	1.542	20.0	DRAMP35635|len53	mmseq_only
AEMGBJMM_14711				40.9	0.341	23.0	DRAMP02107|len71	mmseq_only
AEMGBJMM_14794				44.4	8.76	19.0	DRAMP01215|len20	mmseq_only
AEMGBJMM_14907				35.0	1.277	22.0	DRAMP04285|len28	mmseq_only
AEMGBJMM_14926				38.7	1.794	21.0	DRAMP00664|len71	mmseq_only
AEMGBJMM_14968				44.4	0.1225	24.0	DRAMP04412|len40	mmseq_only
AEMGBJMM_14989				37.5	2.869	21.0	DRAMP31074|len38	mmseq_only
AEMGBJMM_15035	12.3	0.0021	clu_022_n27					hmm_only
AEMGBJMM_15068				40.0	0.07176	24.0	DRAMP03368|len41	mmseq_only
AEMGBJMM_15137				38.0	2.791	21.0	DRAMP00531|len59	mmseq_only
AEMGBJMM_15140				42.8	3.857	20.0	DRAMP02899|len70	mmseq_only
AEMGBJMM_15179	17.5	5.7e-05	clu_131_n9	44.0	2.869	21.0	DRAMP01480|len37	both
AEMGBJMM_15188				40.0	2.322	20.0	DRAMP02572|len50	mmseq_only
AEMGBJMM_15201				33.3	1.638	21.0	DRAMP02886|len69	mmseq_only
AEMGBJMM_15235				36.3	9.62	19.0	DRAMP00315|len46	mmseq_only
AEMGBJMM_15276				34.6	6.141	20.0	DRAMP18589|len41	mmseq_only
AEMGBJMM_15289				36.8	7.895	19.0	DRAMP18291|len46	mmseq_only
AEMGBJMM_15312				39.2	0.1459	23.0	DRAMP00706|len52	mmseq_only
AEMGBJMM_15315				38.4	0.0328	27.0	DRAMP20771|len59	mmseq_only
AEMGBJMM_15357				30.4	3.346	21.0	DRAMP00673|len73	mmseq_only
AEMGBJMM_15364				39.1	3.437	21.0	DRAMP35973|len37	mmseq_only
AEMGBJMM_15367				41.6	0.3272	23.0	DRAMP00733|len68	mmseq_only
AEMGBJMM_15369				50.0	0.3272	23.0	DRAMP29191|len64	mmseq_only
AEMGBJMM_15432				40.0	3.054	21.0	DRAMP00689|len78	mmseq_only
AEMGBJMM_15440				31.2	1.939	22.0	DRAMP00493|len60	mmseq_only
AEMGBJMM_15464				40.0	2.931	20.0	DRAMP00225|len48	mmseq_only
AEMGBJMM_15510				36.0	0.7475	21.0	DRAMP00546|len63	mmseq_only
AEMGBJMM_15512				37.0	0.9098	21.0	DRAMP03457|len62	mmseq_only
AEMGBJMM_15513				42.1	9.104	19.0	DRAMP00011|len32	mmseq_only
AEMGBJMM_15523				31.2	2.364	21.0	DRAMP18258|len82	mmseq_only
AEMGBJMM_15567				32.1	9.015	18.0	DRAMP04437|len42	mmseq_only
AEMGBJMM_15572				32.5	2.805	21.0	DRAMP00499|len54	mmseq_only
AEMGBJMM_15575				34.3	2.686	21.0	DRAMP31959|len36	mmseq_only
AEMGBJMM_15580				40.0	0.08564	25.0	DRAMP02467|len88	mmseq_only
AEMGBJMM_15620				47.0	4.036	20.0	DRAMP03431|len51	mmseq_only
AEMGBJMM_15632				33.3	4.397	19.0	DRAMP01579|len25	mmseq_only
AEMGBJMM_15653				32.0	8.819	20.0	DRAMP02800|len46	mmseq_only
AEMGBJMM_15668				33.3	3.943	21.0	DRAMP03485|len37	mmseq_only
AEMGBJMM_15670				35.0	3.329	19.0	DRAMP02677|len44	mmseq_only
AEMGBJMM_15687				40.9	1.385	21.0	DRAMP03461|len35	mmseq_only
AEMGBJMM_15781				33.3	8.819	20.0	DRAMP00222|len84	mmseq_only
AEMGBJMM_15913				34.6	0.8609	22.0	DRAMP03723|len44	mmseq_only
AEMGBJMM_15915				35.0	8.671	19.0	DRAMP35973|len37	mmseq_only
AEMGBJMM_15954				44.4	2.931	20.0	DRAMP34796|len24	mmseq_only
AEMGBJMM_15959				36.1	4.193	21.0	DRAMP18265|len70	mmseq_only
AEMGBJMM_15992				31.4	4.972	21.0	DRAMP18286|len71	mmseq_only
AEMGBJMM_16032				41.1	2.192	21.0	DRAMP02859|len40	mmseq_only
AEMGBJMM_16095	18.2	3.4e-05	clu_293_n5	39.2	9.104	19.0	DRAMP00396|len49	both
AEMGBJMM_16148				35.7	2.428	21.0	DRAMP02892|len90	mmseq_only
AEMGBJMM_16151				42.8	4.21	20.0	DRAMP04459|len83	mmseq_only
AEMGBJMM_16275				38.8	9.904	19.0	DRAMP32144|len38	mmseq_only
AEMGBJMM_16288				36.2	0.01918	27.0	DRAMP03240|len69	mmseq_only
AEMGBJMM_16345				42.8	1.672	21.0	DRAMP18195|len30	mmseq_only
AEMGBJMM_16356				61.5	4.166	19.0	DRAMP03778|len15	mmseq_only
AEMGBJMM_16380				36.0	3.691	19.0	DRAMP00508|len61	mmseq_only
AEMGBJMM_16404				32.0	9.055	20.0	DRAMP02792|len36	mmseq_only
AEMGBJMM_16410				33.3	0.06802	25.0	DRAMP00290|len47	mmseq_only
AEMGBJMM_16435				34.6	2.583	21.0	DRAMP00508|len61	mmseq_only
AEMGBJMM_16459				37.5	5.949	19.0	DRAMP00074|len44	mmseq_only
AEMGBJMM_16566				35.7	3.3	20.0	DRAMP01069|len83	mmseq_only
AEMGBJMM_16600				44.4	1.982	19.0	DRAMP18202|len46	mmseq_only
AEMGBJMM_16602				33.3	6.352	20.0	DRAMP03131|len35	mmseq_only
AEMGBJMM_16611				38.0	1.651	21.0	DRAMP02410|len62	mmseq_only
AEMGBJMM_16649				32.0	5.253	20.0	DRAMP00190|len57	mmseq_only
AEMGBJMM_16729				57.1	1.17	21.0	DRAMP03154|len41	mmseq_only
AEMGBJMM_16735				31.2	6.141	20.0	DRAMP04438|len92	mmseq_only
AEMGBJMM_16738				41.1	2.652	20.0	DRAMP18334|len44	mmseq_only
AEMGBJMM_16776				60.0	8.107	18.0	DRAMP34321|len28	mmseq_only
AEMGBJMM_16803				47.0	3.866	20.0	DRAMP29141|len23	mmseq_only
AEMGBJMM_16820				47.6	6.141	20.0	DRAMP00457|len47	mmseq_only
AEMGBJMM_16898				64.2	0.5662	22.0	DRAMP02321|len25	mmseq_only
AEMGBJMM_16899				40.9	3.462	21.0	DRAMP36361|len35	mmseq_only
AEMGBJMM_16914				42.1	5.934	20.0	DRAMP03053|len39	mmseq_only
AEMGBJMM_16923				50.0	0.9536	21.0	DRAMP36114|len49	mmseq_only
AEMGBJMM_16926				41.1	4.036	20.0	DRAMP04423|len40	mmseq_only
AEMGBJMM_16935	10.5	0.0075	clu_040_n21					hmm_only
AEMGBJMM_16955				40.0	6.352	20.0	DRAMP18130|len29	mmseq_only
AEMGBJMM_16974				61.5	3.156	19.0	DRAMP01399|len29	mmseq_only
AEMGBJMM_16979				37.2	0.9954	22.0	DRAMP04689|len100	mmseq_only
AEMGBJMM_17057				35.2	8.422	19.0	DRAMP00441|len49	mmseq_only
AEMGBJMM_17063				46.6	2.213	20.0	DRAMP02402|len21	mmseq_only
AEMGBJMM_17097				31.8	6.234	19.0	DRAMP02594|len31	mmseq_only
AEMGBJMM_17138				43.4	0.3401	23.0	DRAMP04612|len43	mmseq_only
AEMGBJMM_17225				36.3	3.462	21.0	DRAMP03380|len59	mmseq_only
AEMGBJMM_17246				33.3	0.7887	22.0	DRAMP03113|len84	mmseq_only
AEMGBJMM_17249				51.8	0.2398	24.0	DRAMP03587|len47	mmseq_only
AEMGBJMM_17261				47.6	8.671	19.0	DRAMP00462|len47	mmseq_only
AEMGBJMM_17299				40.7	0.5166	23.0	DRAMP03369|len41	mmseq_only
AEMGBJMM_17303				40.0	3.435	20.0	DRAMP01904|len33	mmseq_only
AEMGBJMM_17310				33.3	1.031	22.0	DRAMP00616|len61	mmseq_only
AEMGBJMM_17317				53.8	1.919	20.0	DRAMP04506|len13	mmseq_only
AEMGBJMM_17324				50.0	0.2941	23.0	DRAMP02791|len43	mmseq_only
AEMGBJMM_17359				30.0	1.518	22.0	DRAMP00276|len66	mmseq_only
AEMGBJMM_17459				40.0	7.893	20.0	DRAMP00675|len64	mmseq_only
AEMGBJMM_17493				31.2	1.671	22.0	DRAMP03527|len44	mmseq_only
AEMGBJMM_17498				37.5	0.008688	28.0	DRAMP03267|len66	mmseq_only
AEMGBJMM_17549				46.6	2.519	20.0	DRAMP31951|len47	mmseq_only
